9,12,13,14,15,16,17,code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC,Correct
Final,61015f63f9a351d3171a0f98,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,J,a wink from the barman,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,0
Final,6089cd0a1c1541c29bb34c73,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,J,a free drink,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,63469143e387d7c210f0e832,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,J,phoned the colonel %0a,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,,"phoned the colonel
phoned the colonel granted leave","phoned the colonel
phoned the colonel granted leave
phoned",phoned the colonel,15,F,the colonel granted leave,the colonel,a travel agent,0
Final,5d519a9df20feb00180b62bc,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,J,phoned the colonel,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,,"phoned the colonel
phoned the colonel granted leave","phoned the colonel
phoned the colonel granted leave
phoned",phoned the colonel,15,F,the colonel granted leave,the colonel,a travel agent,1
Final,56e32190e414dc000c8b40ae,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,J,phoned the colonel,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,,"phoned the colonel
phoned the colonel granted leave","phoned the colonel
phoned the colonel granted leave
phoned",phoned the colonel,15,F,the colonel granted leave,the colonel,a travel agent,1
Final,5f778d553167a12eae0e1c00,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,J,phoned the colonel,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,,"phoned the colonel
phoned the colonel granted leave","phoned the colonel
phoned the colonel granted leave
phoned",phoned the colonel,15,F,the colonel granted leave,the colonel,a travel agent,1
Final,5dd05d80b2204f1487f7812c,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,J,phoned the colonel,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,,"phoned the colonel
phoned the colonel granted leave","phoned the colonel
phoned the colonel granted leave
phoned",phoned the colonel,15,F,the colonel granted leave,the colonel,a travel agent,1
Final,59b555702a78fd00010b86d4,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,J,phoned the colonel,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,,"phoned the colonel
phoned the colonel granted leave","phoned the colonel
phoned the colonel granted leave
phoned",phoned the colonel,15,F,the colonel granted leave,the colonel,a travel agent,1
Final,61015f63f9a351d3171a0f98,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,J,phone the colonel,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,,"phoned the colonel
phoned the colonel granted leave","phoned the colonel
phoned the colonel granted leave
phoned",phoned the colonel,15,F,the colonel granted leave,the colonel,a travel agent,0
Final,6089cd0a1c1541c29bb34c73,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,J,phoned the colonel,LC-A-A1,a travel agent phoned the colonel granted leave.,What did the travel agent do?,,"phoned the colonel
phoned the colonel granted leave","phoned the colonel
phoned the colonel granted leave
phoned",phoned the colonel,15,F,the colonel granted leave,the colonel,a travel agent,1
Final,63469143e387d7c210f0e832,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,J,the reporter was told a rumour ,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness,0
Final,5d519a9df20feb00180b62bc,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,J,told a rumour,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness,0
Final,56e32190e414dc000c8b40ae,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,J,told a rumor,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness,0
Final,5f778d553167a12eae0e1c00,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,J,told a rumour%0a,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness,0
Final,5dd05d80b2204f1487f7812c,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,J,a secret,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness,0
Final,59b555702a78fd00010b86d4,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,J,told a rumour,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness,0
Final,61015f63f9a351d3171a0f98,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,J,told a rumour,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness,0
Final,6089cd0a1c1541c29bb34c73,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,J,yelled at the witness,GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness,0
Final,63469143e387d7c210f0e832,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,J,thanked the babysitter ,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,,"thanked the babysitter
thanked the babysitter who was purchased a gift card","thanked the babysitter
thanked the babysitter who was purchased a gift card",thanked the babysitter,12,F,the babysitter who was purchased a gift card,the babysitter,the parents,1
Final,5d519a9df20feb00180b62bc,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,J,thanked the babysitter,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,,"thanked the babysitter
thanked the babysitter who was purchased a gift card","thanked the babysitter
thanked the babysitter who was purchased a gift card",thanked the babysitter,12,F,the babysitter who was purchased a gift card,the babysitter,the parents,1
Final,56e32190e414dc000c8b40ae,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,J,thanked the babysitter,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,,"thanked the babysitter
thanked the babysitter who was purchased a gift card","thanked the babysitter
thanked the babysitter who was purchased a gift card",thanked the babysitter,12,F,the babysitter who was purchased a gift card,the babysitter,the parents,1
Final,5f778d553167a12eae0e1c00,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,J,thanked the babysitter,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,,"thanked the babysitter
thanked the babysitter who was purchased a gift card","thanked the babysitter
thanked the babysitter who was purchased a gift card",thanked the babysitter,12,F,the babysitter who was purchased a gift card,the babysitter,the parents,1
Final,5dd05d80b2204f1487f7812c,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,J,thanked the babysitter,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,,"thanked the babysitter
thanked the babysitter who was purchased a gift card","thanked the babysitter
thanked the babysitter who was purchased a gift card",thanked the babysitter,12,F,the babysitter who was purchased a gift card,the babysitter,the parents,1
Final,59b555702a78fd00010b86d4,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,J,purchased a gift card for the babysitter,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,,"thanked the babysitter
thanked the babysitter who was purchased a gift card","thanked the babysitter
thanked the babysitter who was purchased a gift card",thanked the babysitter,12,F,the babysitter who was purchased a gift card,the babysitter,the parents,0
Final,61015f63f9a351d3171a0f98,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,J,purchase a gift card for the babysitter,LC-U-A1,the parents thanked the babysitter who was purchased a gift card.,What did the parents do?,,"thanked the babysitter
thanked the babysitter who was purchased a gift card","thanked the babysitter
thanked the babysitter who was purchased a gift card",thanked the babysitter,12,F,the babysitter who was purchased a gift card,the babysitter,the parents,0
