code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC
GP-U-A1,the settlers who were built a log cabin thanked the neighbours.,What did the settlers do?,,thanked the neighbours,thanked the neighbours,thanked the neighbours,40,F,the settlers who were built a log cabin,the settlers,the neighbours
LC-U-AM,the neighbours thanked the settlers who were built a log cabin.,Who thanked the settlers?,,the neighbours,"the neighbours
neighbours",the neighbours,0,F,the settlers who were built a log cabin,the settlers,the neighbours
LC-U-PM,the neighbours thanked the settlers who were built a log cabin.,Who was thanked?,,"the settlers who were built a log cabin
the settlers","the settlers who were built a log cabin
the settlers
settlers who were built a log cabin
settlers",the settlers,23,F,the settlers who were built a log cabin,the settlers,the neighbours
LC-U-PE,the neighbours thanked the settlers who were built a log cabin.,Who was built a log cabin?,,the settlers,"the settlers
settlers",the settlers,23,F,the settlers who were built a log cabin,the settlers,the neighbours
LC-U-A2,the neighbours thanked the settlers who were built a log cabin.,What did the settlers get?,,"built a log cabin
a log cabin","built a log cabin
a log cabin
built a log cabin
log cabin",built a log cabin,45,F,the settlers who were built a log cabin,the settlers,the neighbours
LC-U-A1,the neighbours thanked the settlers who were built a log cabin.,What did the neighbours do?,,"thanked the settlers
thanked the settlers who were built a log cabin","thanked the settlers
thanked the settlers who were built a log cabin",thanked the settlers,15,F,the settlers who were built a log cabin,the settlers,the neighbours
GP-A-PM,the spy served a dry martini watched the villain.,Who was watched?,,the villain,"the villain
villain",the villain,37,F,the spy served a dry martini,the spy,the villain
GP-A-PE,the spy served a dry martini watched the villain.,Who was served a dry martini?,,"the spy served a dry martini
the spy","the spy served a dry martini
the spy
spy served a dry martini
spy",the spy,0,F,the spy served a dry martini,the spy,the villain
GP-A-A1,the spy served a dry martini watched the villain.,What did the spy do?,,watched the villain,"watched the villain
watched",watched the villain,29,F,the spy served a dry martini,the spy,the villain
LC-A-AM,the villain watched the spy served a dry martini.,Who watched the spy?,,the villain,"the villain
villain",the villain,0,F,the spy served a dry martini,the spy,the villain
LC-A-PM,the villain watched the spy served a dry martini.,Who was watched?,,"the spy served a dry martini
the spy","the spy served a dry martini
the spy
spy served a dry martini
spy",the spy,20,F,the spy served a dry martini,the spy,the villain
LC-A-PE,the villain watched the spy served a dry martini.,Who was served a dry martini?,,the spy,"the spy
spy",the spy,20,F,the spy served a dry martini,the spy,the villain
LC-A-A2,the tribesmen admired the scientist shipped critical supplies.,What did the scientist get?,,"shipped critical supplies
critical supplies","shipped critical supplies
critical supplies",shipped critical supplies,36,F,the scientist shipped critical supplies,the scientist,the tribesmen
LC-A-A1,the villain watched the spy served a dry martini.,What did the villain do?,,"watched the spy
watched the spy served a dry martini","watched the spy
watched the spy served a dry martini
watched",watched the spy,12,F,the spy served a dry martini,the spy,the villain
GP-A-AM,the spy served a dry martini watched the villain.,Who watched the villain?,,"the spy served a dry martini
the spy","the spy served a dry martini
the spy
spy served a dry martini
spy",the spy,0,F,the spy served a dry martini,the spy,the villain
GP-U-AM,the spy who was served a dry martini watched the villain.,Who watched the villain?,,"the spy who was served a dry martini
the spy","the spy who was served a dry martini
the spy
spy who was served a dry martini
spy",the spy,0,F,the spy who was served a dry martini,the spy,the villain
GP-U-PM,the spy who was served a dry martini watched the villain.,Who was watched?,,the villain,"the villain
villain",the villain,45,F,the spy who was served a dry martini,the spy,the villain
GP-U-PE,the spy who was served a dry martini watched the villain.,Who was served a dry martini?,,"the spy who was served a dry martini
the spy","the spy who was served a dry martini
the spy
spy who was served a dry martini
spy",the spy,0,F,the spy who was served a dry martini,the spy,the villain
GP-U-A1,the spy who was served a dry martini watched the villain.,What did the spy do?,,watched the villain,"watched the villain
watched",watched the villain,37,F,the spy who was served a dry martini,the spy,the villain
LC-U-AM,the villain watched the spy who was served a dry martini.,Who watched the spy?,,the villain,"the villain
villain",the villain,0,F,the spy who was served a dry martini,the spy,the villain
LC-U-PM,the villain watched the spy who was served a dry martini.,Who was watched?,,"the spy who was served a dry martini
the spy","the spy who was served a dry martini
the spy
spy who was served a dry martini
spy",the spy,20,F,the spy who was served a dry martini,the spy,the villain
LC-U-PE,the villain watched the spy who was served a dry martini.,Who was served a dry martini?,,the spy,"the spy
spy",the spy,20,F,the spy who was served a dry martini,the spy,the villain
LC-U-A2,the villain watched the spy who was served a dry martini.,What did the spy get?,,"served a dry martini
a dry martini","served a dry martini
a dry martini
served a dry martini
dry martini",served a dry martini,36,F,the spy who was served a dry martini,the spy,the villain
LC-U-A1,the villain watched the spy who was served a dry martini.,What did the villain do?,,"watched the spy
watched the spy who was served a dry martini","watched the spy
watched the spy who was served a dry martini
watched",watched the spy,12,F,the spy who was served a dry martini,the spy,the villain
GP-A-PM,the student baked a cake called the roommate.,Who was called?,,the roommate,"the roommate
roommate",the roommate,32,F,the student baked a cake,the student,the roommate
GP-A-PE,the student baked a cake called the roommate.,Who was baked a cake?,,"the student baked a cake
the student","the student baked a cake
the student
student baked a cake
student",the student,0,F,the student baked a cake,the student,the roommate
GP-A-A1,the student baked a cake called the roommate.,What did the student do?,,called the roommate,"called the roommate
called",called the roommate,25,F,the student baked a cake,the student,the roommate
LC-A-AM,the roommate called the student baked a cake.,Who called?,,the roommate,"the roommate
roommate",the roommate,0,F,the student baked a cake,the student,the roommate
LC-A-PM,the roommate called the student baked a cake.,Who was called?,,"the student baked a cake
the student","the student baked a cake
the student
student baked a cake
student",the student,20,F,the student baked a cake,the student,the roommate
LC-A-PE,the roommate called the student baked a cake.,Who was baked a cake?,,the student,"the student
student",the student,20,F,the student baked a cake,the student,the roommate
LC-A-A2,the lawyer chatted up the secretary poured a beer.,What did the secretary get?,,"poured a beer
a beer","poured a beer
a beer
poured a beer
beer",poured a beer,36,F,the secretary poured a beer,the secretary,the lawyer
LC-A-A1,the roommate called the student baked a cake.,What did the roommate do?,,"called the student
called the student baked a cake","called the student
called the student baked a cake
called",called the student,13,F,the student baked a cake,the student,the roommate
GP-A-AM,the student baked a cake called the roommate.,Who called?,,"the student baked a cake
the student","the student baked a cake
the student
student baked a cake
student",the student,0,F,the student baked a cake,the student,the roommate
GP-A-PM,the student called a bad name knew the bus driver.,Who was known?,,the bus driver,"the bus driver
bus driver",the bus driver,35,F,the student called a bad name,the student,the bus driver
GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,,"the student called a bad name
the student","the student called a bad name
the student
student called a bad name
student",the student,0,F,the student called a bad name,the student,the bus driver
GP-A-A1,the student called a bad name knew the bus driver.,What did the student do?,,knew the bus driver,knew the bus driver,knew the bus driver,30,F,the student called a bad name,the student,the bus driver
LC-A-AM,the bus driver knew the student called a bad name.,Who knew the student?,,the bus driver,"the bus driver
bus driver",the bus driver,0,F,the student called a bad name,the student,the bus driver
LC-A-PM,the bus driver knew the student called a bad name.,Who was known?,,"the student called a bad name
the student","the student called a bad name
the student
student called a bad name
student",the student,20,F,the student called a bad name,the student,the bus driver
LC-A-PE,the bus driver knew the student called a bad name.,Who was called a bad name?,,the student,"the student
student",the student,20,F,the student called a bad name,the student,the bus driver
LC-A-A2,the neighbours thanked the settlers built a log cabin.,What did the settlers get?,,"built a log cabin
a log cabin","built a log cabin
a log cabin
built a log cabin
log cabin",built a log cabin,36,F,the settlers built a log cabin,the settlers,the neighbours
